day,period,stage,worker,start,duration
2,1,3,0,229409,216
2,1,3,0,229625,216
2,1,3,0,229952,104
2,1,3,0,230056,26
2,1,3,0,230082,216
2,1,3,1,216000,60
2,1,3,1,216216,216
2,1,3,1,216437,114
2,1,3,1,216551,31
2,1,3,1,216582,216
2,1,3,1,216798,52
2,1,3,1,216850,51
2,1,3,1,216901,216
2,1,3,1,217131,43
2,1,3,1,217774,40
2,1,3,1,217814,181
2,1,3,1,217995,29
2,1,3,1,218024,24
2,1,3,1,218048,214
2,1,3,1,218408,161
2,1,3,1,218569,46
2,1,3,1,218615,25
2,1,3,1,218640,46
2,1,3,1,219286,38
2,1,3,1,223200,43
2,1,3,1,223243,35
2,1,3,1,223278,111
2,1,3,1,223389,216
2,1,3,1,223713,168
2,1,3,1,226233,95
2,1,3,1,226328,190
2,1,3,1,226518,207
2,1,3,1,227325,53
2,1,3,1,227522,216
2,1,3,1,228003,216
2,1,3,1,228219,34
2,1,3,1,228253,23
2,1,3,1,228276,33
2,1,3,1,228309,44
2,1,3,1,228353,55
2,1,3,1,228408,32
2,1,3,1,229040,197
2,1,3,1,229237,31
2,1,3,1,229268,35
2,1,3,1,229303,46
2,1,3,1,229349,64
2,1,3,1,229413,31
2,1,3,1,229444,32
2,1,3,1,229476,216
2,1,3,1,229692,32
2,1,3,1,230324,37
2,1,3,2,216000,216
2,1,3,2,216216,30
2,1,3,2,216246,25
2,1,3,2,216271,35
2,1,3,2,216306,216
2,1,3,2,216522,216
2,1,3,2,216738,17
2,1,3,2,216755,52
2,1,3,2,216880,36
2,1,3,2,217516,87
2,1,3,2,217603,29
2,1,3,2,217632,37
2,1,3,2,217669,15
2,1,3,2,217684,216
2,1,3,2,217900,16
2,1,3,2,217916,184
2,1,3,2,218251,139
2,1,3,2,218569,2
2,1,3,2,219171,170
2,1,3,2,223200,21
2,1,3,2,223267,216
2,1,3,2,223483,24
2,1,3,2,223629,29
2,1,3,2,223658,216
2,1,3,2,223952,216
2,1,3,2,224168,216
2,1,3,2,224408,216
2,1,3,2,225224,22
2,1,3,2,225371,216
2,1,3,2,226242,202
2,1,3,2,226444,32
2,1,3,2,226476,109
2,1,3,2,226725,216
2,1,3,2,226941,56
2,1,3,2,226997,50
2,1,3,2,227047,59
2,1,3,2,227706,63
2,1,3,2,227769,29
2,1,3,2,227798,127
2,1,3,2,227925,216
2,1,3,2,228141,169
2,1,3,2,228310,109
2,1,3,2,228419,25
2,1,3,2,228444,91
2,1,3,2,228535,189
2,1,3,2,229324,77
2,1,3,2,229425,86
2,1,3,2,229511,30
2,1,3,2,229541,21
2,1,3,2,229562,23
2,1,3,2,229585,43
2,1,3,2,229628,24
2,1,3,2,229652,84
2,1,3,2,229736,216
2,1,4,0,216000,14
2,1,4,0,216432,24
2,1,4,0,216551,24
2,1,4,0,216798,12
2,1,4,0,216850,5
2,1,4,0,216916,24
2,1,4,0,217117,14
2,1,4,0,217174,17
2,1,4,0,217603,15
2,1,4,0,218218,13
2,1,4,0,218231,20
2,1,4,0,218262,17
2,1,4,0,218408,6
2,1,4,0,218553,7
2,1,4,0,218587,4
2,1,4,0,218615,24
2,1,4,0,218658,22
2,1,4,0,219341,9
2,1,4,0,223221,16
2,1,4,0,223483,1
2,1,4,0,223484,24
2,1,4,0,223605,24
2,1,4,0,223881,24
2,1,4,0,226328,24
2,1,4,0,226352,16
2,1,4,0,226368,12
2,1,4,0,226584,9
2,1,4,0,227241,14
2,1,4,0,227498,24
2,1,4,0,227739,24
2,1,4,0,227769,7
2,1,4,0,227798,16
2,1,4,0,228141,4
2,1,4,0,228310,6
2,1,4,0,228353,19
2,1,4,0,228419,9
2,1,4,0,229143,11
2,1,4,0,229303,15
2,1,4,0,229413,12
2,1,4,0,229444,8
2,1,4,0,229476,6
2,1,4,0,229692,24
2,1,4,0,229736,21
2,1,4,0,229757,6
2,1,4,0,230056,24
2,1,4,1,216216,24
2,1,4,1,216297,24
2,1,4,1,216321,15
2,1,4,1,216336,12
2,1,4,1,216359,14
2,1,4,1,216522,24
2,1,4,1,216738,7
2,1,4,1,216755,9
2,1,4,1,216807,7
2,1,4,1,217669,6
2,1,4,1,217684,5
2,1,4,1,217900,9
2,1,4,1,217909,6
2,1,4,1,217995,24
2,1,4,1,218019,9
2,1,4,1,218028,7
2,1,4,1,218035,4
2,1,4,1,218100,24
2,1,4,1,219324,19
2,1,4,1,223381,21
2,1,4,1,223484,10
2,1,4,1,223494,13
2,1,4,1,223507,24
2,1,4,1,223531,24
2,1,4,1,223658,24
2,1,4,1,226209,24
2,1,4,1,226233,9
2,1,4,1,226997,16
2,1,4,1,227106,11
2,1,4,1,227209,1
2,1,4,1,227282,13
2,1,4,1,227378,19
2,1,4,1,227738,1
2,1,4,1,227739,13
2,1,4,1,228219,10
2,1,4,1,228276,4
2,1,4,1,228880,6
2,1,4,1,228886,24
2,1,4,1,228910,17
2,1,4,1,229126,1
2,1,4,1,229268,9
2,1,4,1,229401,8
2,1,4,1,229511,24
2,1,4,1,229541,4
2,1,4,1,229562,24
2,1,4,1,230361,6
2,1,4,2,216060,24
2,1,4,2,216456,20
2,1,4,2,216476,10
2,1,4,2,216785,24
2,1,4,2,216879,1
2,1,4,2,216901,5
2,1,4,2,217038,24
2,1,4,2,217254,24
2,1,4,2,217632,8
2,1,4,2,218240,7
2,1,4,2,218247,4
2,1,4,2,218390,18
2,1,4,2,218571,24
2,1,4,2,218618,16
2,1,4,2,218640,24
2,1,4,2,218686,21
2,1,4,2,219474,24
2,1,4,2,223243,24
2,1,4,2,224168,21
2,1,4,2,224189,24
2,1,4,2,224213,19
2,1,4,2,224232,11
2,1,4,2,224391,17
2,1,4,2,224408,19
2,1,4,2,225347,24
2,1,4,2,225371,12
2,1,4,2,225587,10
2,1,4,2,226197,7
2,1,4,2,226204,20
2,1,4,2,226224,18
2,1,4,2,226444,24
2,1,4,2,226518,8
2,1,4,2,226526,13
2,1,4,2,226585,19
2,1,4,2,226941,24
2,1,4,2,227047,12
2,1,4,2,227659,10
2,1,4,2,227979,24
2,1,4,2,228003,11
2,1,4,2,228172,24
2,1,4,2,228196,7
2,1,4,2,228253,21
2,1,4,2,228309,22
2,1,4,2,228408,12
2,1,4,2,228440,18
2,1,4,2,229237,24
2,1,4,2,229349,15
2,1,4,2,229625,5
2,1,4,2,229630,8
2,1,4,2,229638,8
2,1,4,2,229841,22
2,1,4,2,230298,21
2,2,0,0,230400,25
2,2,0,0,230425,6
2,2,0,0,230431,8
2,2,0,0,230439,25
2,2,0,0,230464,8
2,2,0,0,230472,10
2,2,0,0,230482,10
2,2,0,0,230492,14
2,2,0,0,230506,17
2,2,0,0,231123,19
2,2,0,0,231142,8
2,2,0,0,231150,8
2,2,0,0,231158,24
2,2,0,0,231182,8
2,2,0,0,231190,12
2,2,0,0,231202,25
2,2,0,0,231227,17
2,2,0,0,231244,8
2,2,0,0,231852,25
2,2,0,0,231877,25
2,2,0,0,231902,11
2,2,0,0,231913,16
2,2,0,0,231929,24
2,2,0,0,231953,25
2,2,0,0,231978,25
2,2,0,0,232003,8
2,2,0,0,232011,13
2,2,0,0,232624,7
2,2,0,0,232631,25
2,2,0,0,232656,25
2,2,0,0,232681,25
2,2,0,0,232706,23
2,2,0,0,232729,25
2,2,0,0,232754,11
2,2,0,0,232765,25
2,2,0,0,232790,25
2,2,0,0,233415,9
2,2,0,0,233424,25
2,2,0,0,233449,25
2,2,0,0,233474,25
2,2,0,0,233499,7
2,2,0,0,233506,25
2,2,0,0,233531,25
2,2,0,0,233556,25
2,2,0,0,233581,25
2,2,0,0,234206,25
2,2,0,0,234231,24
2,2,0,0,234255,25
2,2,0,0,234280,25
2,2,0,0,234305,22
2,2,0,0,234327,25
2,2,0,0,234352,25
2,2,0,0,234377,13
2,2,0,0,234390,8
2,2,0,0,234998,25
2,2,0,0,235023,25
2,2,0,0,235048,25
2,2,0,0,235073,6
2,2,0,0,235079,18
2,2,0,0,235097,8
2,2,0,0,235105,21
2,2,0,0,235126,11
2,2,0,0,235137,24
2,2,0,0,235761,25
2,2,0,0,235786,15
2,2,0,0,235801,25
2,2,0,0,235826,25
2,2,0,0,235851,25
2,2,0,0,235876,19
2,2,0,0,235895,25
2,2,0,0,235920,15
2,2,0,0,235935,16
2,2,0,0,236551,21
2,2,0,0,236572,25
2,2,0,0,236597,18
2,2,0,0,236615,25
2,2,0,0,236640,9
2,2,0,0,236649,25
2,2,0,0,236674,25
2,2,0,0,236699,25
2,2,0,0,236724,25
2,2,0,0,237349,24
2,2,0,0,237373,8
2,2,0,0,237381,25
2,2,0,0,237406,25
2,2,0,0,237431,11
2,2,0,0,237442,14
2,2,0,0,237456,25
2,2,0,0,237481,25
2,2,0,0,237506,25
2,2,1,0,230400,392
2,2,1,0,230792,392
2,2,1,0,231184,326
2,2,1,0,231510,115
2,2,1,0,231625,392
2,2,1,0,232017,147
2,2,1,0,232164,170
2,2,1,0,232334,150
2,2,1,0,232484,392
2,2,1,0,233476,371
2,2,1,0,233847,145
2,2,1,0,233992,392
2,2,1,0,234384,54
2,2,1,0,234438,392
2,2,1,0,234830,392
2,2,1,0,235222,392
2,2,1,0,235614,392
2,2,1,0,236006,171
2,2,1,0,236777,138
2,2,1,0,236915,238
2,2,1,0,237153,232
2,2,1,1,230400,392
2,2,1,1,230792,392
2,2,1,1,231184,91
2,2,1,1,231275,331
2,2,1,1,231606,162
2,2,1,1,231768,228
2,2,1,1,231996,131
2,2,1,1,232127,48
2,2,1,1,232175,359
2,2,1,1,233134,260
2,2,1,1,233394,392
2,2,1,1,233786,390
2,2,1,1,234176,208
2,2,1,1,234384,156
2,2,1,1,234540,163
2,2,1,1,234703,200
2,2,1,1,234903,237
2,2,1,1,235140,236
2,2,1,1,235976,271
2,2,1,1,236247,392
2,2,1,1,236639,392
2,2,1,1,237031,95
2,2,1,1,237126,202
2,2,1,2,230400,392
2,2,1,2,230792,310
2,2,1,2,231102,42
2,2,1,2,231144,180
2,2,1,2,231324,392
2,2,1,2,231716,101
2,2,1,2,231817,178
2,2,1,2,231995,333
2,2,1,2,232328,251
2,2,1,2,233179,109
2,2,1,2,233288,182
2,2,1,2,233470,363
2,2,1,2,233833,392
2,2,1,2,234225,164
2,2,1,2,234389,121
2,2,1,2,234510,132
2,2,1,2,234642,216
2,2,1,2,234858,108
2,2,1,2,235566,49
2,2,1,2,235615,124
2,2,1,2,235739,133
2,2,1,2,235872,323
2,2,1,2,236195,392
2,2,1,2,236587,172
2,2,1,2,236759,392
2,2,1,2,237151,68
2,2,1,2,237219,62
2,2,3,0,230400,216
2,2,3,0,230616,216
2,2,3,0,230832,216
2,2,3,0,231126,216
2,2,3,0,231357,86
2,2,3,0,231443,216
2,2,3,0,231659,216
2,2,3,0,231875,216
2,2,3,0,232091,70
2,2,3,0,232761,117
2,2,3,0,232878,57
2,2,3,0,233058,216
2,2,3,0,233274,127
2,2,3,0,233631,81
2,2,3,0,233712,123
2,2,3,0,233964,82
2,2,3,0,234046,174
2,2,3,0,234220,49
2,2,3,0,234869,60
2,2,3,0,234945,216
2,2,3,1,230400,40
2,2,3,1,230440,99
2,2,3,1,230849,76
2,2,3,1,230925,216
2,2,3,1,231141,216
2,2,3,1,231357,216
2,2,3,1,231573,198
2,2,3,1,231800,216
2,2,3,1,232016,52
2,2,3,1,232668,216
2,2,3,1,232884,174
2,2,3,1,233058,216
2,2,3,1,233401,216
2,2,3,1,233617,216
2,2,3,1,233833,131
2,2,3,1,233964,51
2,2,3,1,234015,55
2,2,3,1,234070,216
2,2,3,1,234886,46
2,2,3,1,234945,71
2,2,3,2,230628,216
2,2,3,2,230844,26
2,2,3,2,231072,33
2,2,3,2,231105,144
2,2,3,2,231262,216
2,2,3,2,231478,36
2,2,3,2,231514,36
2,2,3,2,231550,216
2,2,3,2,231766,34
2,2,3,2,232400,43
2,2,3,2,232443,31
2,2,3,2,232474,25
2,2,3,2,232499,85
2,2,3,2,232584,184
2,2,3,2,232768,216
2,2,3,2,232984,160
2,2,3,2,233144,190
2,2,3,2,233334,125
2,2,3,2,234059,146
2,2,3,2,234229,64
2,2,3,2,234293,118
2,2,3,2,234411,135
2,2,3,2,234546,139
2,2,3,2,234685,44
2,2,3,2,234729,216
2,2,3,2,234945,44
2,2,4,0,230616,12
2,2,4,0,231048,24
2,2,4,0,231342,20
2,2,4,0,231573,24
2,2,4,0,231771,24
2,2,4,0,232091,24
2,2,4,0,232474,5
2,2,4,0,232768,24
2,2,4,0,232878,11
2,2,4,0,233833,24
2,2,4,0,234015,24
2,2,4,0,234220,24
2,2,4,0,234269,14
2,2,4,0,234411,24
2,2,4,0,234729,16
2,2,4,0,234932,13
2,2,4,0,235016,8
2,2,4,1,230440,3
2,2,4,1,230539,10
2,2,4,1,230925,24
2,2,4,1,231141,24
2,2,4,1,231478,14
2,2,4,1,231514,3
2,2,4,1,231766,19
2,2,4,1,232016,19
2,2,4,1,232161,21
2,2,4,1,232884,24
2,2,4,1,232984,24
2,2,4,1,233008,17
2,2,4,1,233274,24
2,2,4,1,233334,16
2,2,4,1,233712,24
2,2,4,1,234046,23
2,2,4,1,234205,24
2,2,4,1,234293,24
2,2,4,1,235161,19
2,2,4,2,230844,5
2,2,4,2,231105,21
2,2,4,2,231249,13
2,2,4,2,231443,17
2,2,4,2,231659,6
2,2,4,2,231875,19
2,2,4,2,232068,13
2,2,4,2,232443,9
2,2,4,2,232584,24
2,2,4,2,233208,24
2,2,4,2,233274,24
2,2,4,2,233617,14
2,2,4,2,233835,24
2,2,4,2,234070,24
2,2,4,2,234286,24
2,2,4,2,234685,24
2,2,4,2,234929,16
2,2,4,2,234989,8
3,0,0,0,288000,25
3,0,0,0,288025,8
3,0,0,0,288033,21
3,0,0,0,288054,8
3,0,0,0,288062,25
3,0,0,0,288087,7
3,0,0,0,288094,8
3,0,0,0,288102,8
3,0,0,0,288784,25
3,0,0,0,289409,25
3,0,0,0,289434,9
3,0,0,0,289443,25
3,0,0,0,289468,25
3,0,0,0,289493,25
3,0,0,0,289518,10
3,0,0,0,289528,25
3,0,0,0,289553,25
3,0,0,0,289578,10
3,0,0,0,290188,9
3,0,0,0,290197,15
3,0,0,0,290212,11
3,0,0,0,290223,14
3,0,0,0,290237,13
3,0,0,0,290250,16
3,0,0,0,290266,14
3,0,0,0,290280,7
3,0,0,0,290287,10
3,0,0,0,290897,15
3,0,0,0,290912,9
3,0,0,0,290921,8
3,0,0,0,290929,7
3,0,0,0,290936,25
3,0,0,0,290961,25
3,0,0,0,290986,15
3,0,0,0,291001,10
3,0,0,0,291011,7
3,0,0,0,291618,7
3,0,0,0,291625,8
3,0,0,0,291633,7
3,0,0,0,291640,21
3,0,0,0,291661,8
3,0,0,0,291669,11
3,0,0,0,291680,9
3,0,0,0,291689,10
3,0,0,0,291699,23
3,0,0,0,292322,14
3,0,0,0,292336,11
3,0,0,0,292347,9
3,0,0,0,292356,7
3,0,0,0,292363,20
3,0,0,0,292383,7
3,0,0,0,292390,12
3,0,0,0,292402,7
3,0,0,0,292409,13
3,0,0,0,293022,7
3,0,0,0,293029,20
3,0,0,0,293049,9
3,0,0,0,293058,17
3,0,0,0,293075,9
3,0,0,0,293084,10
3,0,0,0,293094,8
3,0,0,0,293102,25
3,0,0,0,293127,7
3,0,0,0,293734,13
3,0,0,0,293747,20
3,0,0,0,293767,25
3,0,0,0,293792,8
3,0,0,0,293800,25
3,0,0,0,293825,20
3,0,0,0,293845,11
3,0,0,0,293856,10
3,0,0,0,293866,9
3,0,0,0,294475,5
3,0,0,0,294480,7
3,0,0,0,294487,12
3,0,0,0,294499,6
3,0,0,0,294505,25
3,0,0,0,294530,25
3,0,0,0,294555,8
3,0,0,0,294563,10
3,0,0,0,294573,25
3,0,0,0,295198,18
3,0,0,0,295216,14
3,0,0,0,295230,9
3,0,0,0,295239,7
3,0,0,0,295246,10
3,0,0,0,295256,25
3,0,0,0,295281,10
3,0,0,0,295291,9
3,0,0,0,295300,7
3,0,0,0,295907,17
3,0,0,0,295924,15
3,0,0,0,295939,16
3,0,0,0,295955,25
3,0,0,0,295980,8
3,0,0,0,295988,17
3,0,0,0,296005,7
3,0,0,0,296012,25
3,0,0,0,296037,10
3,0,0,0,296647,12
3,0,0,0,296659,17
3,0,0,0,296676,6
3,0,0,0,296682,11
3,0,0,0,296693,18
3,0,0,0,296711,22
3,0,0,0,296733,10
3,0,0,0,296743,7
3,0,0,0,296750,9
3,0,0,0,297359,10
3,0,0,0,297369,9
3,0,0,0,297378,11
3,0,0,0,297389,8
3,0,0,0,297397,17
3,0,0,0,297414,13
3,0,0,0,297427,11
3,0,0,0,297438,11
3,0,0,0,297449,19
3,0,0,0,298068,15
3,0,0,0,298083,9
3,0,0,0,298092,11
3,0,0,0,298103,12
3,0,0,0,298115,16
3,0,0,0,298131,17
3,0,0,0,298148,11
3,0,0,0,298159,12
3,0,0,0,298171,8
3,0,0,0,298779,11
3,0,0,0,298790,25
3,0,0,0,298815,8
3,0,0,0,298823,13
3,0,0,0,298836,16
3,0,0,0,298852,18
3,0,0,0,298870,8
3,0,0,0,298878,6
3,0,0,0,298884,14
3,0,0,0,299498,10
3,0,0,0,299508,13
3,0,0,0,299521,17
3,0,0,0,299538,7
3,0,0,0,299545,25
3,0,0,0,299570,21
3,0,0,0,299591,13
3,0,0,0,299604,8
3,0,0,0,299612,16
3,0,0,0,300228,11
3,0,0,0,300239,7
3,0,0,0,300246,25
3,0,0,0,300271,10
3,0,0,0,300281,24
3,0,0,0,300305,25
3,0,0,0,300330,9
3,0,0,0,300339,25
3,0,0,0,300364,25
3,0,0,0,300989,25
3,0,0,0,301014,12
3,0,0,0,301026,11
3,0,0,0,301037,19
3,0,0,0,301056,8
3,0,0,0,301064,25
3,0,0,0,301089,13
3,0,0,0,301102,15
3,0,0,0,301117,25
3,0,0,0,301742,8
3,0,0,0,301750,24
3,0,0,0,301774,8
3,0,0,0,301782,13
3,0,0,0,301795,24
3,0,0,0,301819,8
3,0,0,0,301827,25
3,0,0,0,301852,14
3,0,0,0,301866,25
3,0,1,0,288000,1
3,0,1,0,288001,392
3,0,1,0,288393,121
3,0,1,0,288514,392
3,0,1,0,288906,144
3,0,1,0,289050,169
3,0,1,0,289219,92
3,0,1,0,289311,392
3,0,1,0,289703,122
3,0,1,0,290425,78
3,0,1,0,290503,130
3,0,1,0,290633,291
3,0,1,0,290924,225
3,0,1,0,291149,46
3,0,1,0,291195,104
3,0,1,0,291299,58
3,0,1,0,291357,142
3,0,1,0,291499,392
3,0,1,0,292491,236
3,0,1,0,292727,58
3,0,1,0,292785,208
3,0,1,0,292993,334
3,0,1,0,293327,317
3,0,1,0,293644,392
3,0,1,0,294480,392
3,0,1,0,294872,108
3,0,1,0,294980,118
3,0,1,0,295698,72
3,0,1,0,295770,341
3,0,1,0,296111,392
3,0,1,0,296503,116
3,0,1,0,296619,96
3,0,1,0,296715,392
3,0,1,0,297107,116
3,0,1,0,297223,99
3,0,1,0,297322,392
3,0,1,0,298314,52
3,0,1,0,298366,209
3,0,1,0,298575,199
3,0,1,0,298774,261
3,0,1,0,299035,113
3,0,1,0,299148,33
3,0,1,0,299181,214
3,0,1,0,299395,181
3,0,1,0,299576,365
3,0,1,0,300541,392
3,0,1,0,300933,392
3,0,1,0,301325,101
3,0,1,0,301426,197
3,0,1,0,301623,92
3,0,1,0,301715,392
3,0,1,0,302107,239
3,0,1,1,288000,8
3,0,1,1,288008,263
3,0,1,1,288271,81
3,0,1,1,288352,392
3,0,1,1,288744,275
3,0,1,1,289019,392
3,0,1,1,289411,392
3,0,1,1,289803,246
3,0,1,1,290049,269
3,0,1,1,290918,392
3,0,1,1,291310,122
3,0,1,1,291432,392
3,0,1,1,291824,86
3,0,1,1,291910,88
3,0,1,1,291998,263
3,0,1,1,292261,392
3,0,1,1,292653,46
3,0,1,1,292699,116
3,0,1,1,293415,392
3,0,1,1,293807,122
3,0,1,1,293929,57
3,0,1,1,293986,2
3,0,1,1,293988,67
3,0,1,1,294055,86
3,0,1,1,294141,21
3,0,1,1,294162,136
3,0,1,1,294298,64
3,0,1,1,294962,228
3,0,1,1,295190,392
3,0,1,1,295582,114
3,0,1,1,295696,140
3,0,1,1,295836,175
3,0,1,1,296011,392
3,0,1,1,296403,6
3,0,1,1,296409,186
3,0,1,1,296595,101
3,0,1,1,297296,203
3,0,1,1,297499,162
3,0,1,1,297661,129
3,0,1,1,297790,376
3,0,1,1,298166,120
3,0,1,1,298286,144
3,0,1,1,298430,110
3,0,1,1,298540,42
3,0,1,1,298582,202
3,0,1,1,299384,217
3,0,1,1,299601,47
3,0,1,1,299648,54
3,0,1,1,299702,123
3,0,1,1,299825,107
3,0,1,1,299932,132
3,0,1,1,300064,78
3,0,1,1,300142,342
3,0,1,1,300484,65
3,0,1,1,301149,149
3,0,1,1,301298,120
3,0,1,1,301418,379
3,0,1,1,301797,76
3,0,1,1,301873,95
3,0,1,1,301968,226
3,0,1,1,302194,120
3,0,1,2,288000,392
3,0,1,2,288392,392
3,0,1,2,288784,90
3,0,1,2,288874,232
3,0,1,2,289106,38
3,0,1,2,289144,28
3,0,1,2,289172,175
3,0,1,2,289703,7
3,0,1,2,289710,56
3,0,1,2,290366,87
3,0,1,2,290453,392
3,0,1,2,290845,95
3,0,1,2,290940,177
3,0,1,2,291117,392
3,0,1,2,291509,263
3,0,1,2,291772,134
3,0,1,2,291906,181
3,0,1,2,292087,137
3,0,1,2,292824,392
3,0,1,2,293216,71
3,0,1,2,293287,140
3,0,1,2,293427,73
3,0,1,2,293500,52
3,0,1,2,293552,50
3,0,1,2,293602,330
3,0,1,2,293932,104
3,0,1,2,294036,151
3,0,1,2,294787,350
3,0,1,2,295137,139
3,0,1,2,295276,204
3,0,1,2,295480,221
3,0,1,2,295701,35
3,0,1,2,295736,392
3,0,1,2,296128,92
3,0,1,2,296220,127
3,0,1,2,296347,392
3,0,1,2,297339,143
3,0,1,2,297482,151
3,0,1,2,297633,47
3,0,1,2,297680,88
3,0,1,2,297768,172
3,0,1,2,297940,392
3,0,1,2,298332,47
3,0,1,2,298379,392
3,0,1,2,298771,339
3,0,1,2,299710,245
3,0,1,2,299955,364
3,0,1,2,300319,274
3,0,1,2,300593,392
3,0,1,2,300985,133
3,0,1,2,301118,392
3,0,1,2,301510,126
3,0,1,2,301636,12
3,0,1,2,301648,143
3,0,3,0,288000,87
3,0,3,0,288087,121
3,0,3,0,288208,30
3,0,3,0,288238,27
3,0,3,0,288265,123
3,0,3,0,288397,18
3,0,3,0,288415,216
3,0,3,0,288631,216
3,0,3,0,288847,154
3,0,3,0,289601,27
3,0,3,0,289628,41
3,0,3,0,289669,76
3,0,3,0,289745,57
3,0,3,0,289802,72
3,0,3,0,289874,29
3,0,3,0,289903,32
3,0,3,0,289935,103
3,0,3,0,290038,157
3,0,3,0,290795,78
3,0,3,0,290873,28
3,0,3,0,290901,214
3,0,3,0,291136,55
3,0,3,0,291191,216
3,0,3,0,291407,29
3,0,3,0,291436,216
3,0,3,0,291652,216
3,0,3,0,291868,37
3,0,3,0,292505,216
3,0,3,0,292721,66
3,0,3,0,292787,216
3,0,3,0,293003,28
3,0,3,0,293031,46
3,0,3,0,293077,41
3,0,3,0,293118,176
3,0,3,0,293294,23
3,0,3,0,293520,3
3,0,3,0,294123,32
3,0,3,0,294155,38
3,0,3,0,294193,153
3,0,3,0,294346,31
3,0,3,0,294377,87
3,0,3,0,294464,216
3,0,3,0,294680,79
3,0,3,0,294759,23
3,0,3,0,294782,216
3,0,3,0,295598,41
3,0,3,0,295639,22
3,0,3,0,295661,94
3,0,3,0,295755,31
3,0,3,0,295786,74
3,0,3,0,295860,18
3,0,3,0,295878,216
3,0,3,0,296118,105
3,0,3,0,296223,133
3,0,3,0,296956,179
3,0,3,0,297135,35
3,0,3,0,297170,216
3,0,3,0,297386,18
3,0,3,0,297447,216
3,0,3,0,297663,28
3,0,3,0,297691,216
3,0,3,0,298147,216
3,0,3,0,298363,19
3,0,3,0,298982,216
3,0,3,0,299198,216
3,0,3,0,299414,27
3,0,3,0,299441,104
3,0,3,0,299545,194
3,0,3,0,299739,62
3,0,3,0,299801,44
3,0,3,0,299845,27
3,0,3,0,299872,91
3,0,3,0,300563,26
3,0,3,0,300612,5
3,0,3,0,300617,19
3,0,3,0,300636,155
3,0,3,0,300961,33
3,0,3,0,300994,64
3,0,3,0,301058,216
3,0,3,0,301274,53
3,0,3,0,301327,216
3,0,3,0,302143,30
3,0,3,0,302173,37
3,0,3,1,288000,216
3,0,3,1,288216,216
3,0,3,1,288432,216
3,0,3,1,288847,93
3,0,3,1,288940,56
3,0,3,1,288996,38
3,0,3,1,289034,216
3,0,3,1,289250,216
3,0,3,1,289466,216
3,0,3,1,290282,75
3,0,3,1,290357,147
3,0,3,1,290504,216
3,0,3,1,290720,45
3,0,3,1,290765,62
3,0,3,1,290827,48
3,0,3,1,290985,42
3,0,3,1,291027,84
3,0,3,1,291111,216
3,0,3,1,291927,216
3,0,3,1,292143,191
3,0,3,1,292334,130
3,0,3,1,292464,123
3,0,3,1,292587,216
3,0,3,1,292803,98
3,0,3,1,292901,40
3,0,3,1,292941,36
3,0,3,1,292977,51
3,0,3,1,293628,62
3,0,3,1,293690,83
3,0,3,1,293773,68
3,0,3,1,293841,216
3,0,3,1,294057,137
3,0,3,1,294194,86
3,0,3,1,294280,43
3,0,3,1,294323,150
3,0,3,1,294473,216
3,0,3,1,295289,19
3,0,3,1,295308,1
3,0,3,1,295309,16
3,0,3,1,295325,166
3,0,3,1,295491,32
3,0,3,1,295523,47
3,0,3,1,295570,119
3,0,3,1,295689,18
3,0,3,1,295707,24
3,0,3,1,296331,216
3,0,3,1,296547,216
3,0,3,1,296763,27
3,0,3,1,296790,216
3,0,3,1,297006,216
3,0,3,1,297222,216
3,0,3,1,297438,39
3,0,3,1,297477,33
3,0,3,1,297510,147
3,0,3,1,298363,51
3,0,3,1,298414,199
3,0,3,1,298654,55
3,0,3,1,298709,53
3,0,3,1,298762,116
3,0,3,1,298878,19
3,0,3,1,298897,56
3,0,3,1,298953,68
3,0,3,1,299021,32
3,0,3,1,299653,53
3,0,3,1,299816,216
3,0,3,1,300032,97
3,0,3,1,300129,208
3,0,3,1,300337,216
3,0,3,1,300553,25
3,0,3,1,300578,34
3,0,3,1,300617,175
3,0,3,1,300792,22
3,0,3,1,301414,34
3,0,3,1,301448,62
3,0,3,1,301567,67
3,0,3,1,301634,216
3,0,3,1,301850,216
3,0,3,1,302066,149
3,0,3,2,288000,18
3,0,3,2,288018,25
3,0,3,2,288043,157
3,0,3,2,288200,29
3,0,3,2,288229,148
3,0,3,2,288377,216
3,0,3,2,288593,216
3,0,3,2,288833,216
3,0,3,2,289049,216
3,0,3,2,289865,216
3,0,3,2,290081,216
3,0,3,2,290297,216
3,0,3,2,290513,18
3,0,3,2,290531,32
3,0,3,2,290563,216
3,0,3,2,290779,158
3,0,3,2,290937,55
3,0,3,2,290992,42
3,0,3,2,291634,211
3,0,3,2,291845,32
3,0,3,2,291877,32
3,0,3,2,291909,48
3,0,3,2,291957,216
3,0,3,2,292173,5
3,0,3,2,292178,216
3,0,3,2,292394,4
3,0,3,2,292398,52
3,0,3,2,293050,118
3,0,3,2,293168,28
3,0,3,2,293204,72
3,0,3,2,293276,28
3,0,3,2,293304,216
3,0,3,2,293520,216
3,0,3,2,293785,66
3,0,3,2,293851,38
3,0,3,2,293905,216
3,0,3,2,294721,23
3,0,3,2,294744,52
3,0,3,2,294803,216
3,0,3,2,295019,52
3,0,3,2,295071,24
3,0,3,2,295095,22
3,0,3,2,295117,30
3,0,3,2,295147,56
3,0,3,2,295203,82
3,0,3,2,295885,92
3,0,3,2,295977,216
